,top20_3m_ret
2019-05-31,-0.020814753236219685
2019-06-28,0.08804639111518825
2019-07-31,0.03432806512554919
2019-08-30,-0.028719961159128338
2019-09-30,-0.03518518212395648
2019-10-31,0.022586722602422858
2019-11-29,-0.006488421478611815
2019-12-31,0.1024278360903312
2020-01-31,0.048464861806513784
2020-02-28,-0.04359957617727533
2020-03-31,-0.11753021563373815
2020-04-30,0.17930584914440517
2020-05-29,0.10293019455316076
2020-06-30,0.07447033868568095
2020-07-31,0.06881239148062224
2020-08-31,0.19945456976932144
2020-09-30,-0.03258951362733021
2020-10-30,-0.02734078941023603
2020-11-30,0.2101229781652424
2020-12-31,0.004581248492679674
2021-01-29,-0.0026616215069760994
2021-02-26,0.15082115029078152
2021-03-31,0.008821308571934555
2021-04-30,-0.039123103791727426
2021-05-31,0.09221216870460855
2021-06-30,-0.09160313908062645
2021-07-30,0.01616368412223443
2021-08-31,0.07395932814617212
2021-09-30,-0.04897322550085886
2021-10-29,0.06110213491366898
2021-11-30,0.008212020667755041
2021-12-31,0.0286468970002562
2022-01-31,-0.05530763064679944
2022-02-28,-0.031616506026670224
2022-03-31,0.034008890215359994
2022-04-29,-0.014946373479070837
2022-05-31,0.06548947028036048
2022-06-30,-0.11807238561760207
2022-07-29,0.0423282139969523
2022-08-31,0.052542770017946515
2022-09-30,-0.07318558995107503
2022-10-31,0.08546284432146832
2022-11-30,0.05940612049338399
2022-12-30,-0.026534234708848744
2023-01-31,0.056875488845231414
2023-02-28,-0.0773298238660046
2023-03-31,0.02018970204849126
2023-04-28,-0.012529752553051176
2023-05-31,0.07193482380573216
2023-06-30,0.023617760781348918
2023-07-31,0.04563638866550533
2023-08-31,-0.01641021929578657
2023-09-29,-0.07042210009216948
2023-10-31,-0.08020450391691034
2023-11-30,0.07412407744336076
2023-12-29,-0.012688523522770402
2024-01-31,0.02082743847574701
2024-02-29,0.04752663549290254
2024-03-29,-0.028177443571849085
2024-04-30,-0.03213361301988918
2024-05-31,0.05714934212978741
2024-06-28,0.020851431794018646
2024-07-31,-0.028609581363658883
2024-08-30,-0.02611687955465321
2024-09-30,0.08646320719936651
2024-10-31,0.0023211728880193514
2024-11-29,0.06114746189459756
2024-12-31,-0.04555049836186371
2025-01-31,0.1136904345435545
2025-02-28,-0.12680760390517543
2025-03-31,-0.14016548922999475
2025-04-30,0.0168818872478895
2025-05-30,0.0388790444082523
2025-06-30,0.014058722468450989
2025-07-31,-0.0029596393598869362
2025-08-29,-0.015281782098191952
2025-09-30,0.11087495504234887
