,top20_12m_ret
2020-02-28,-0.04184147644195346
2020-03-31,-0.12185039121208407
2020-04-30,0.17008347494027357
2020-05-29,0.10170705649020588
2020-06-30,0.0946889505753735
2020-07-31,0.10882496524532641
2020-08-31,0.13996634684674084
2020-09-30,-0.06637390220006953
2020-10-30,-0.050871636290119183
2020-11-30,0.12948776064689432
2020-12-31,0.05900617880120237
2021-01-29,-0.011135898219873323
2021-02-26,-0.006067909976800432
2021-03-31,-0.032036932337874725
2021-04-30,0.06126747277942465
2021-05-31,0.00100391510675496
2021-06-30,-0.013225611972925924
2021-07-30,0.015361151626605635
2021-08-31,0.05316416420861712
2021-09-30,-0.05172414086564286
2021-10-29,0.07982368934546727
2021-11-30,-0.07806990548646722
2021-12-31,0.032940976491786615
2022-01-31,-0.06619158298351913
2022-02-28,0.05701093752427648
2022-03-31,0.05347228029595706
2022-04-29,-0.009761579443983185
2022-05-31,0.09726726873244569
2022-06-30,-0.16709636011136958
2022-07-29,0.06794002565505255
2022-08-31,0.06714112600942779
2022-09-30,-0.09855236188372339
2022-10-31,0.16854710475276954
2022-11-30,0.0029705490425798197
2022-12-30,-0.07421829266416186
2023-01-31,0.060269498912294446
2023-02-28,-0.05974601575091703
2023-03-31,0.009670595379282285
2023-04-28,-0.02002898535851364
2023-05-31,-0.02879855331229722
2023-06-30,0.0711162275747717
2023-07-31,0.04398265960856824
2023-08-31,-0.04623828160065389
2023-09-29,-0.05012580188347368
2023-10-31,-0.021885430586942478
2023-11-30,0.12026462319378026
2023-12-29,0.0587595675416964
2024-01-31,0.07439519969127371
2024-02-29,0.07549391685909461
2024-03-29,0.06221275869283858
2024-04-30,-0.04082335590818586
2024-05-31,0.06345217644992283
2024-06-28,0.03833741431269458
2024-07-31,0.011743727855067533
2024-08-30,0.042010487848208274
2024-09-30,0.046113125024115076
2024-10-31,0.016019811227919366
2024-11-29,0.074821737447714
2024-12-31,-0.03683290131814313
2025-01-31,0.05465885686144892
2025-02-28,-0.06840191040136197
2025-03-31,-0.0886604971818204
2025-04-30,0.0163532543765995
2025-05-30,0.01768718469169006
2025-06-30,0.1039420424731263
2025-07-31,0.09089070588283271
2025-08-29,-0.007563027448311566
2025-09-30,0.05640539343117835
