,top40_12m_ret
2020-02-28,-0.04659349709742474
2020-03-31,-0.10880163645967532
2020-04-30,0.13844691366664488
2020-05-29,0.08263847345838594
2020-06-30,0.06558784642298207
2020-07-31,0.06701975053575725
2020-08-31,0.08853020264516905
2020-09-30,-0.05467475643548579
2020-10-30,-0.04729239244089772
2020-11-30,0.12378730141525456
2020-12-31,0.05063543911231555
2021-01-29,-0.016707406852197498
2021-02-26,0.0020916164678498428
2021-03-31,-0.02147925490805801
2021-04-30,0.00824409415154454
2021-05-31,0.013043256266373272
2021-06-30,0.003115948014065321
2021-07-30,-0.015261853501360756
2021-08-31,0.021394061341643636
2021-09-30,-0.01220435557728001
2021-10-29,0.06874557356355851
2021-11-30,-0.072049450827489
2021-12-31,0.05829538566960457
2022-01-31,-0.01784890721081287
2022-02-28,0.042736912369435005
2022-03-31,0.06012092107561578
2022-04-29,-0.05564693417130079
2022-05-31,0.05774434011656381
2022-06-30,-0.13749141249872557
2022-07-29,0.05273497791244876
2022-08-31,0.03106869080567299
2022-09-30,-0.07394388952612746
2022-10-31,0.14923302181969664
2022-11-30,0.015100033341165657
2022-12-30,-0.05704505596713299
2023-01-31,0.02762936020493211
2023-02-28,-0.02948353659106641
2023-03-31,0.02078201820378584
2023-04-28,0.02053901111778351
2023-05-31,-0.0386828412226434
2023-06-30,0.06806630646437523
2023-07-31,0.031601893732879624
2023-08-31,-0.01852621972621544
2023-09-29,-0.027868837791145386
2023-10-31,-0.024277341190266383
2023-11-30,0.1350596164702299
2023-12-29,0.024149101042068997
2024-01-31,0.08996293983540905
2024-02-29,0.09043871076581939
2024-03-29,0.08316742718735896
2024-04-30,-0.032271611303476395
2024-05-31,0.04800345980419066
2024-06-28,0.03314300829451341
2024-07-31,0.0001368108852918326
2024-08-30,0.03464059968079464
2024-09-30,0.055579417408774305
2024-10-31,0.012091884191765415
2024-11-29,0.08586049896066215
2024-12-31,0.013965500049603799
2025-01-31,0.05819977380734
2025-02-28,-0.05137196050534336
2025-03-31,-0.0870425850383184
2025-04-30,0.017776155594395843
2025-05-30,0.052253697335858794
2025-06-30,0.0875759257281304
2025-07-31,0.02925986291006159
2025-08-29,0.011206581085747595
2025-09-30,0.05264874410392592
