,top10_12m_ret
2020-02-28,-0.019994284027717277
2020-03-31,-0.06582127690735028
2020-04-30,0.25022211662343885
2020-05-29,0.1295244738504894
2020-06-30,0.10618435768331837
2020-07-31,0.06900182721222771
2020-08-31,0.1984273498404546
2020-09-30,-0.055594457360176784
2020-10-30,-0.05981965830691161
2020-11-30,0.21051579417730618
2020-12-31,0.05727112300999101
2021-01-29,0.028820376532301444
2021-02-26,0.004858569713968426
2021-03-31,-0.038594457109902995
2021-04-30,0.09597489614095904
2021-05-31,-0.025647900762111268
2021-06-30,0.01715243387005536
2021-07-30,0.0199662185960854
2021-08-31,0.01286102951346705
2021-09-30,-0.08710549785617505
2021-10-29,0.1287027813083254
2021-11-30,0.0493948647195479
2021-12-31,0.023084883116169547
2022-01-31,-0.01247276254147811
2022-02-28,0.06722155058937763
2022-03-31,0.009881899252832
2022-04-29,0.01250110722473375
2022-05-31,0.15578406548729926
2022-06-30,-0.1884920370862432
2022-07-29,0.09433344098877978
2022-08-31,0.08382907927192358
2022-09-30,-0.0990100461686977
2022-10-31,0.15018883000503808
2022-11-30,-0.02457897821331132
2022-12-30,-0.1008298572809567
2023-01-31,0.0517989107154382
2023-02-28,-0.046702002161719006
2023-03-31,0.07529939873378261
2023-04-28,0.0636954270575711
2023-05-31,-0.01073149422471305
2023-06-30,0.07481901879674603
2023-07-31,0.060930944818301996
2023-08-31,-0.037724327315357596
2023-09-29,-0.059997407661647156
2023-10-31,-0.04902369269749352
2023-11-30,0.22101883322099602
2023-12-29,0.10101430568096018
2024-01-31,0.11381820907965372
2024-02-29,0.14017207340503254
2024-03-29,0.02826888146826333
2024-04-30,-0.04414883117297383
2024-05-31,0.11909940822227735
2024-06-28,0.06033028278428708
2024-07-31,-0.00783258876106678
2024-08-30,0.03994438908528484
2024-09-30,0.09089902674142643
2024-10-31,0.022116535118377044
2024-11-29,0.10730555936346864
2024-12-31,-0.06246172112852726
2025-01-31,0.024202157206029983
2025-02-28,-0.0820485346714724
2025-03-31,-0.10719612272131503
2025-04-30,0.015564902733067152
2025-05-30,-0.014070184049011544
2025-06-30,0.0888829943719614
2025-07-31,0.1283541482188251
2025-08-29,0.05357670431034784
2025-09-30,0.14046204718734656
