,top40_1m_ret
2019-03-29,-0.0016226096571382396
2019-04-30,0.050011971655206086
2019-05-31,-0.05009705526517213
2019-06-28,0.10803790170990193
2019-07-31,0.05323082962507284
2019-08-30,-0.06853059643248237
2019-09-30,0.016377928254115114
2019-10-31,0.008580944174740075
2019-11-29,0.05721729047677125
2019-12-31,0.03968095491242873
2020-01-31,9.041549950476282e-05
2020-02-28,-0.1045931599019256
2020-03-31,-0.16314633539302034
2020-04-30,0.10343107939917445
2020-05-29,0.08771638624215995
2020-06-30,0.07858521200761479
2020-07-31,0.03527076553622297
2020-08-31,0.11278854698478123
2020-09-30,-0.004569636052097225
2020-10-30,-0.044807275899142414
2020-11-30,0.15790617512217953
2020-12-31,0.061696426117914954
2021-01-29,-0.016007219721808026
2021-02-26,0.07066059642820965
2021-03-31,0.004528499560775229
2021-04-30,0.007501000259405727
2021-05-31,0.06648494511996388
2021-06-30,0.01260734162988733
2021-07-30,-0.004067337304652257
2021-08-31,0.05068160659583606
2021-09-30,-0.05015914651797643
2021-10-29,0.023914959968368957
2021-11-30,-0.043555395443357854
2021-12-31,0.05823213067632049
2022-01-31,-0.08463139576579935
2022-02-28,-0.01268109358430852
2022-03-31,0.04535627049041054
2022-04-29,-0.040291260543984846
2022-05-31,0.02571154365427031
2022-06-30,-0.05676315857843858
2022-07-29,0.026784788809314918
2022-08-31,-0.007972290542955986
2022-09-30,-0.10219976275583055
2022-10-31,0.07109474898106298
2022-11-30,0.167807630432618
2022-12-30,-0.02696094020878755
2023-01-31,0.11687318782316536
2023-02-28,-0.02767980509994234
2023-03-31,-0.018766992341568572
2023-04-28,-0.025278616998418085
2023-05-31,0.037718849979855584
2023-06-30,0.08073594595787653
2023-07-31,0.030028942580706135
2023-08-31,-0.08243978420055917
2023-09-29,-0.051515497087990865
2023-10-31,-0.03403955979670913
2023-11-30,0.028305367116697882
2023-12-29,0.01667968282624327
2024-01-31,-0.019130078352025407
2024-02-29,0.03739371377303471
2024-03-29,0.05053342341176923
2024-04-30,-0.04348346465356463
2024-05-31,0.03139374321981007
2024-06-28,-0.04142527256265572
2024-07-31,-0.0010699381435650972
2024-08-30,0.03853708184730079
2024-09-30,0.03917898123536501
2024-10-31,-0.036752621381013484
2024-11-29,0.032208834120625605
2024-12-31,-0.02391078048642059
2025-01-31,0.0651164969870836
2025-02-28,-0.06811999725595125
2025-03-31,-0.11301146013304385
2025-04-30,0.016718660722256216
2025-05-30,0.05421358208405128
2025-06-30,0.03550510911587985
2025-07-31,0.021987027755496904
2025-08-29,0.01929170505678216
2025-09-30,0.020069288676542816
