,top10_1m_ret
2019-03-29,0.009804621185713564
2019-04-30,0.06094355377736885
2019-05-31,-0.11828585681576917
2019-06-28,0.17563134159401642
2019-07-31,0.07063044873845598
2019-08-30,-0.09261793084905767
2019-09-30,0.033597900151420626
2019-10-31,0.021280125838489948
2019-11-29,-0.0436196089437739
2019-12-31,0.04968772430484832
2020-01-31,0.02262505843046102
2020-02-28,-0.042044241455688726
2020-03-31,-0.23200551020615906
2020-04-30,0.09315645511620277
2020-05-29,0.0526354628579861
2020-06-30,0.0580438004281245
2020-07-31,0.07856881577505831
2020-08-31,0.24695620008276964
2020-09-30,-0.07481394403439877
2020-10-30,-0.060767285327235514
2020-11-30,0.29787889172416426
2020-12-31,0.08140945390909055
2021-01-29,0.12129831336919081
2021-02-26,0.1528823095274482
2021-03-31,-0.14223872877302915
2021-04-30,0.0340403826519631
2021-05-31,0.09770324246542116
2021-06-30,-0.015652925275142775
2021-07-30,-0.00877701032766702
2021-08-31,0.057368999704467176
2021-09-30,-0.0200289266084279
2021-10-29,0.00449990188220775
2021-11-30,0.0716823370523616
2021-12-31,0.022501885837314
2022-01-31,-0.09653004334993275
2022-02-28,-0.009513183905662033
2022-03-31,0.10730051569454914
2022-04-29,-0.0033875488168896182
2022-05-31,0.08350609432778773
2022-06-30,-0.012412522344651249
2022-07-29,0.08509699522691026
2022-08-31,-0.07601291201324907
2022-09-30,-0.15134159683853937
2022-10-31,-0.1157446094772564
2022-11-30,0.04714592106471398
2022-12-30,-0.029659698424366804
2023-01-31,0.08436456745667656
2023-02-28,-0.07307155580385852
2023-03-31,0.052656979412541285
2023-04-28,-0.062667307539386
2023-05-31,0.1535964006665618
2023-06-30,0.0684275817665863
2023-07-31,0.05888568927685723
2023-08-31,-0.1768143070141019
2023-09-29,-0.0863371654444457
2023-10-31,-0.005620514292406575
2023-11-30,0.056044846508557324
2023-12-29,0.0096605899880022
2024-01-31,-0.024072161995489266
2024-02-29,0.0668108620956821
2024-03-29,0.06780926183114437
2024-04-30,-0.09439655464428998
2024-05-31,-0.1072473152702191
2024-06-28,-0.0118170958226484
2024-07-31,0.003016826060864952
2024-08-30,0.08858025822495788
2024-09-30,0.14925498382645924
2024-10-31,-0.034262456739556836
2024-11-29,0.07225423366184958
2024-12-31,-0.024410941199024067
2025-01-31,0.0552582676322166
2025-02-28,-0.057241225647360824
2025-03-31,-0.12915694073281705
2025-04-30,0.018959882488428902
2025-05-30,0.047094610599255404
2025-06-30,0.01087328074116262
2025-07-31,-0.08711779283794882
2025-08-29,0.08894407704036275
2025-09-30,0.1219675771261499
