,top40_6m_ret
2019-08-30,0.010530838837939942
2019-09-30,-0.011941607927340525
2019-10-31,-0.016163164798341203
2019-11-29,0.026292648246675016
2019-12-31,0.042804881989477184
2020-01-31,0.012931019155719514
2020-02-28,-0.04985907762986275
2020-03-31,-0.1172596348504041
2020-04-30,0.13271427166772623
2020-05-29,0.10610987289205531
2020-06-30,0.040562947663698716
2020-07-31,0.11082765896857454
2020-08-31,0.055820586975313675
2020-09-30,-0.03524162540016594
2020-10-30,-0.041069606720931316
2020-11-30,0.22852483985127311
2020-12-31,0.04381442916293494
2021-01-29,-0.007547679974831571
2021-02-26,0.07508698469052251
2021-03-31,0.0029331094832512404
2021-04-30,0.006135339549750718
2021-05-31,0.04684931431361754
2021-06-30,-0.021566179842241677
2021-07-30,0.0003022112027162678
2021-08-31,0.01791558944941385
2021-09-30,-0.02472214777782839
2021-10-29,0.0663625260934338
2021-11-30,0.005576440334762032
2021-12-31,0.016640729359530405
2022-01-31,-0.12869596340107745
2022-02-28,0.013288212706881485
2022-03-31,0.09055780621218334
2022-04-29,-0.00807682993011541
2022-05-31,0.062145251027784315
2022-06-30,-0.11083784650857459
2022-07-29,0.04962816942025264
2022-08-31,0.044669752868642
2022-09-30,-0.05212962691324345
2022-10-31,0.0818662758501815
2022-11-30,0.039403845218631335
2022-12-30,-0.03407997217757951
2023-01-31,0.027105559360829826
2023-02-28,-0.025054779140789664
2023-03-31,-0.021489996352097942
2023-04-28,0.01998219609056529
2023-05-31,0.0002485118556623354
2023-06-30,0.0810503410637379
2023-07-31,0.06150296050875861
2023-08-31,-0.03144252442492038
2023-09-29,-0.038620146086932344
2023-10-31,-0.04056280143077751
2023-11-30,0.07489103098276491
2023-12-29,0.0098029704536929
2024-01-31,0.03431077072747216
2024-02-29,0.045251798043291346
2024-03-29,0.08590334247592546
2024-04-30,-0.026907585258711647
2024-05-31,0.07934973575929288
2024-06-28,-0.0016530767184527774
2024-07-31,-0.004529567150529262
2024-08-30,0.016842241535803246
2024-09-30,0.07434746207607464
2024-10-31,-0.006430402352167924
2024-11-29,0.07299980716793732
2024-12-31,-0.04090991785387963
2025-01-31,0.0690383333333509
2025-02-28,-0.05871583081098195
2025-03-31,-0.1696886662001064
2025-04-30,-0.008601975899501266
2025-05-30,0.04667343295070231
2025-06-30,0.05903393886981943
2025-07-31,0.05163610326503802
2025-08-29,0.02019504139307957
2025-09-30,0.10199931528170965
