,top50_6m_ret
2019-08-30,0.005681614851573111
2019-09-30,-0.014264732157019362
2019-10-31,-0.017794403639663118
2019-11-29,0.019769193105287176
2019-12-31,0.03822664402190542
2020-01-31,0.003681500609242733
2020-02-28,-0.05364750290723642
2020-03-31,-0.13257384666277874
2020-04-30,0.11829071071466842
2020-05-29,0.09237908790815552
2020-06-30,0.042773772577172166
2020-07-31,0.08352923445078707
2020-08-31,0.05932345970051604
2020-09-30,-0.033546869617651735
2020-10-30,-0.032820189189697486
2020-11-30,0.1638302267908052
2020-12-31,0.0439653154618952
2021-01-29,0.005977088778787956
2021-02-26,0.05501635418382262
2021-03-31,-0.00961313347035743
2021-04-30,0.01168598924081646
2021-05-31,0.0484628247280509
2021-06-30,-0.02621481353742194
2021-07-30,-0.005232281891669615
2021-08-31,0.020469556693285595
2021-09-30,-0.03095298832450824
2021-10-29,0.06029475583443988
2021-11-30,-0.0012458784331185924
2021-12-31,0.013633844140449271
2022-01-31,-0.12454535911459653
2022-02-28,0.007306762366656165
2022-03-31,0.07216063412534206
2022-04-29,-0.0043955334611860295
2022-05-31,0.06271352782197913
2022-06-30,-0.12076223797298072
2022-07-29,0.023223735516140542
2022-08-31,0.046040440404731126
2022-09-30,-0.062076833660403674
2022-10-31,0.08315424837471434
2022-11-30,0.03332087665830159
2022-12-30,-0.04224321682664863
2023-01-31,0.035931967718098076
2023-02-28,-0.02752756553147362
2023-03-31,-0.03498544284783569
2023-04-28,0.017503269654661514
2023-05-31,-0.0036887408513532802
2023-06-30,0.08607886312002487
2023-07-31,0.05021568212245757
2023-08-31,-0.03558442292487705
2023-09-29,-0.034800032649225376
2023-10-31,-0.05237409132113342
2023-11-30,0.08670376170928049
2023-12-29,-0.003377551065500906
2024-01-31,0.0398711706744539
2024-02-29,0.03846533812579298
2024-03-29,0.0719648636683192
2024-04-30,-0.0370503229751019
2024-05-31,0.07590005901240801
2024-06-28,0.001040632339745415
2024-07-31,-0.007536207619029065
2024-08-30,0.0018479109574224598
2024-09-30,0.04099782449273193
2024-10-31,-0.005022821626609163
2024-11-29,0.058934976968028775
2024-12-31,-0.037583679370284784
2025-01-31,0.06410809051323928
2025-02-28,-0.050906136975489624
2025-03-31,-0.14179324660605902
2025-04-30,-0.011324331230678017
2025-05-30,0.04402288008125202
2025-06-30,0.04290689103815829
2025-07-31,0.043085493335754906
2025-08-29,0.02376039409602485
2025-09-30,0.09198085822879122
