,top30_1m_ret
2019-03-29,-0.0009190372691382069
2019-04-30,0.03904591857716013
2019-05-31,-0.05899323613775579
2019-06-28,0.10970661475282067
2019-07-31,0.05925852580580011
2019-08-30,-0.06807225656181444
2019-09-30,0.02250551427736372
2019-10-31,0.011704524597370824
2019-11-29,0.030811814145921934
2019-12-31,0.03622308905164157
2020-01-31,0.029851280333523397
2020-02-28,-0.099846555949812
2020-03-31,-0.180222898163391
2020-04-30,0.11076695110943408
2020-05-29,0.07147959964163993
2020-06-30,0.1042721021211573
2020-07-31,0.062344590003151804
2020-08-31,0.1570189225036678
2020-09-30,-0.0259723148815636
2020-10-30,-0.04528738741335072
2020-11-30,0.1738862234958408
2020-12-31,0.091876380870959
2021-01-29,-0.010840921210462179
2021-02-26,0.07374052263051616
2021-03-31,-0.0027905245393917816
2021-04-30,0.00335293491560032
2021-05-31,0.06571070340671802
2021-06-30,0.004997180101090182
2021-07-30,-0.0037273864306775354
2021-08-31,0.03645480916529403
2021-09-30,-0.04941422028046202
2021-10-29,-0.002272550032809273
2021-11-30,-0.007340685425214515
2021-12-31,0.05309870446334008
2022-01-31,-0.08172338703628758
2022-02-28,-0.004881931077174214
2022-03-31,0.05323276798574232
2022-04-29,-0.03302937807150354
2022-05-31,0.02210397784864625
2022-06-30,-0.04508398329292785
2022-07-29,0.028745646200157737
2022-08-31,-0.02074683049924461
2022-09-30,-0.09472702642951877
2022-10-31,0.025588223449798046
2022-11-30,0.11600275230359837
2022-12-30,-0.03447343254299464
2023-01-31,0.10203733414682124
2023-02-28,-0.026600719569874896
2023-03-31,-0.008467544982942702
2023-04-28,-0.024623241555293964
2023-05-31,0.06505545640499338
2023-06-30,0.08919718368099472
2023-07-31,0.02434241598676137
2023-08-31,-0.09431746633022814
2023-09-29,-0.09918449199537507
2023-10-31,-0.03443640538074546
2023-11-30,0.025790994427661505
2023-12-29,0.018430734981194966
2024-01-31,-0.023702763634760024
2024-02-29,0.02998119233251445
2024-03-29,0.04918750157381164
2024-04-30,-0.05089409821764435
2024-05-31,0.028029746719589955
2024-06-28,-0.050002374107500934
2024-07-31,-0.010342648089008984
2024-08-30,0.04153175670611985
2024-09-30,0.05578458737771396
2024-10-31,-0.03560032423102598
2024-11-29,0.048435880010698346
2024-12-31,-0.013199696918771254
2025-01-31,0.0641906785060646
2025-02-28,-0.09194427648695237
2025-03-31,-0.1580063269415125
2025-04-30,0.023735836406615793
2025-05-30,0.0636789881943107
2025-06-30,0.03969823283511145
2025-07-31,0.03163957954208721
2025-08-29,0.05336690250643346
2025-09-30,0.0035885122970805124
